Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,KO
2597290915,Ga0040944_03481,acyl-homoserine lactone synthase,2596583656,Mesorhizobium qingshengii CGMCC 1.12097,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2597293956,Ga0040944_06526,acyl-homoserine lactone synthase,2596583656,Mesorhizobium qingshengii CGMCC 1.12097,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2597477699,Ga0059261_0413,acyl-homoserine lactone synthase,2596583701,Sphingomonas koreensis JSS26,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2597477728,Ga0059261_0442,acyl-homoserine lactone synthase,2596583701,Sphingomonas koreensis JSS26,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2597480336,Ga0059261_3050,acyl-homoserine lactone synthase,2596583701,Sphingomonas koreensis JSS26,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2597816547,Ga0053386_06475,acyl-homoserine lactone synthase,2597489875,Mesorhizobium ciceri ca181,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2597917411,Ga0040047_07162,acyl-homoserine lactone synthase,2597489900,Bradyrhizobium sp. STM 3843,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598007432,Ga0040870_05989,acyl-homoserine lactone synthase,2597489926,Bradyrhizobium oligotrophicum S58,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598008076,Ga0040870_06635,acyl-homoserine lactone synthase,2597489926,Bradyrhizobium oligotrophicum S58,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598596291,Ga0057529_00567,acyl-homoserine lactone synthase,2597490171,Sphingobium sp. ba1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2598597077,Ga0057529_01354,acyl-homoserine lactone synthase,2597490171,Sphingobium sp. ba1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598600133,Ga0057529_04415,acyl-homoserine lactone synthase,2597490171,Sphingobium sp. ba1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598699324,Ga0057539_00718,acyl-homoserine lactone synthase,2597490201,Devosia riboflavina IFO13584,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598700084,Ga0057539_01478,acyl-homoserine lactone synthase,2597490201,Devosia riboflavina IFO13584,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2598702666,Ga0057539_04067,acyl-homoserine lactone synthase,2597490201,Devosia riboflavina IFO13584,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2599935849,Ga0058985_00644,acyl-homoserine lactone synthase,2599185301,Mesorhizobium sp. NFR06,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2600202104,Ga0058994_01857,acyl-homoserine lactone synthase,2599185354,Sphingomonas sp. NFR15,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2600227268,Ga0058983_2789,acyl-homoserine lactone synthase,2599185359,Sphingomonas sp. NFR04,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2601503328,Ga0040834_00201,acyl-homoserine lactone synthase,2600255249,Mesorhizobium metallidurans STM 2683,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2601506244,Ga0040834_03123,acyl-homoserine lactone synthase,2600255249,Mesorhizobium metallidurans STM 2683,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2601512363,Ga0035947_03163,acyl-homoserine lactone synthase,2600255250,Mesorhizobium sp. STM 4661,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2601513841,Ga0035947_04648,acyl-homoserine lactone synthase,2600255250,Mesorhizobium sp. STM 4661,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2603858858,Ga0058992_2169,acyl-homoserine lactone synthase,2602042107,Bradyrhizobium sp. NFR13,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2608522642,Ga0068229_1031168,acyl-homoserine lactone synthase,2606217774,Methylobacterium sp. UNCCL126,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2608535516,Ga0068231_103842,acyl-homoserine lactone synthase,2606217776,Methylobacterium sp. UNCCL143,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2608647727,Ga0068301_111552,acyl-homoserine lactone synthase,2608642102,Novosphingobium pentaromativorans US6-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609502265,Ga0066756_101333,acyl-homoserine lactone synthase,2609459615,Methylobacterium sp. AP11,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609504038,Ga0066756_10621,acyl-homoserine lactone synthase,2609459615,Methylobacterium sp. AP11,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609507942,Ga0066756_1354,acyl-homoserine lactone synthase,2609459615,Methylobacterium sp. AP11,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609553638,Ga0066754_10123,acyl-homoserine lactone synthase,2609459632,Methylobacterium sp. YR668,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609562972,Ga0066724_103175,acyl-homoserine lactone synthase,2609459633,Bradyrhizobium sp. CF659,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609583163,Ga0066723_103835,acyl-homoserine lactone synthase,2609459641,Bosea sp. OK403,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609872544,Ga0066776_0048,acyl-homoserine lactone synthase,2609459751,Tardiphaga sp. OK245,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609875860,Ga0066776_3364,acyl-homoserine lactone synthase,2609459751,Tardiphaga sp. OK245,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609935525,Ga0066777_1385,acyl-homoserine lactone synthase,2609459765,Tardiphaga sp. OK246,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2609937111,Ga0066777_2972,acyl-homoserine lactone synthase,2609459765,Tardiphaga sp. OK246,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2612149257,Ga0055112_1013127,acyl-homoserine lactone synthase,2609460248,Alpha proteobacterium Q-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2616242554,Ga0061100_12123,acyl-homoserine lactone synthase,2615840609,Rhizobium hainanense CCBAU 57015,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2616251468,Ga0061061_10762,acyl-homoserine lactone synthase,2615840613,Chelatococcus sambhunathii DSM 18167,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2616397791,Ga0066755_102284,acyl-homoserine lactone synthase,2615840644,Methylobacterium sp. YR596,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2616399142,Ga0066755_10834,acyl-homoserine lactone synthase,2615840644,Methylobacterium sp. YR596,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2616551581,Ga0061103_0764,acyl-homoserine lactone synthase,2615840698,Rhizobium multihospitium HAMBI 2975,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2616688213,Ga0070508_12510,acyl-homoserine lactone synthase,2616644812,Mesorhizobium albiziae DSM 21822,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2617353004,Ga0061098_1026100,acyl-homoserine lactone synthase,2617270735,Bradyrhizobium shewense ERR11,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2617374184,Ga0061099_1002718,acyl-homoserine lactone synthase,2617270741,Bradyrhizobium yuanmingense CCBAU 10071,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2617986844,Ga0070541_12162,acyl-homoserine lactone synthase,2617270908,Methylorubrum salsuginis CGMCC 1.6474,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2618055641,Ga0070197_2243,acyl-homoserine lactone synthase,2617270924,Kordiimonas lacus CGMCC 1.9109,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2618055838,Ga0070197_2440,N-acyl-L-homoserine lactone synthetase,2617270924,Kordiimonas lacus CGMCC 1.9109,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2619120707,Ga0056145_176140,acyl-homoserine lactone synthase,2617271212,Microvirga sp. BSC39,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2619363169,Ga0060184_112130,acyl-homoserine lactone synthase,2617271278,Rhizobium sp. YS-1r,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2619471049,Ga0062162_121131,N-acyl-L-homoserine lactone synthetase,2617271303,Sphingopyxis sp. MWB1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2619545864,Ga0060270_107216,acyl-homoserine lactone synthase,2617271323,Hoeflea sp. BAL378,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2619892800,Ga0073615_14871,Autoinducer synthase,2619618891,Cryomorphaceae bacterium EBPR_Bin_135,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2619894147,Ga0073616_100779,acyl-homoserine lactone synthase,2619618892,Cryomorphaceae bacterium EBPR_Bin_448,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2620463623,Ga0070489_102701,acyl-homoserine lactone synthase,2619619032,Archangium gephyra DSM 2261,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2621047627,Ga0055368_101503,acyl-homoserine lactone synthase,2619619233,Agrobacterium tumefaciens S2,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2621137395,Ga0056871_1296,acyl homoserine lactone synthase,2619619254,alpha proteobacterium MA2,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2621310852,Ga0073589_130232,acyl-homoserine lactone synthase,2619619301,Novosphingobium sp. MD-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2623521375,Ga0048943_2349,acyl-homoserine lactone synthase,2622736609,Mesorhizobium australicum B5P,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2628330807,Ga0077610_11498,N-acyl-L-homoserine lactone synthetase,2627853640,Chromobacterium piscinae ND17,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2629460282,Ga0077194_106914,acyl-homoserine lactone synthase,2627853907,Chromobacterium vaccinii MWU328,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630146744,Ga0069285_115887,acyl-homoserine lactone synthase,2627854079,Methylobacterium oryzae CBMB20,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630260663,Ga0077918_123779,acyl-homoserine lactone synthase,2627854107,Sphingomonas hengshuiensis WHSC-8,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630336755,Ga0069212_10783,acyl-homoserine lactone synthase,2627854127,Mesorhizobium sp. ORS 3359,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630337910,Ga0069212_112834,acyl-homoserine lactone synthase,2627854127,Mesorhizobium sp. ORS 3359,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630696369,Ga0077692_17953,acyl-homoserine lactone synthase,2627854221,Sphingomonas sp. ERG5,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630746267,Ga0069213_105211,acyl-homoserine lactone synthase,2627854236,Mesorhizobium plurifarium ORS3365,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630746738,Ga0069213_106110,acyl-homoserine lactone synthase,2627854236,Mesorhizobium plurifarium ORS3365,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630912269,Ga0069209_103246,acyl-homoserine lactone synthase,2627854282,Mesorhizobium plurifarium ORS3356,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2630913546,Ga0069209_11041,acyl-homoserine lactone synthase,2627854282,Mesorhizobium plurifarium ORS3356,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2631298232,Ga0069536_103020,acyl-homoserine lactone synthase,2630968314,Sphingomonas parapaucimobilis NBRC 15100,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2631313409,Ga0081128_101366,acyl-homoserine lactone synthase,2630968318,Sphingomonas sp. MEA3-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2631317908,Ga0081128_11693,acyl-homoserine lactone synthase,2630968318,Sphingomonas sp. MEA3-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2631318374,Ga0081128_1269168,acyl-homoserine lactone synthase,2630968318,Sphingomonas sp. MEA3-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2632088741,Ga0078335_11002,N-acyl-L-homoserine lactone synthetase,2630968510,Xanthomonas cannabis pv. cannabis NCPPB 3753,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2632160769,Ga0077195_10617,acyl-homoserine lactone synthase,2630968526,Chromobacterium vaccinii MWU205,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2632197301,Ga0078334_11151,N-acyl-L-homoserine lactone synthetase,2630968534,Xanthomonas cannabis pv. cannabis NCPPB 2877,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2632346208,Ga0081095_1288,acyl-homoserine lactone synthase,2630968574,Chromobacterium violaceum LK6,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2632387213,Ga0077276_100127,acyl-homoserine lactone synthase,2630968586,Methylobacterium radiotolerans 78c,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633256775,Ga0069546_101220,acyl-homoserine lactone synthase,2630968789,Sphingopyxis sp. LC363,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633259011,Ga0069546_13015,acyl-homoserine lactone synthase,2630968789,Sphingopyxis sp. LC363,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2633346272,Ga0077191_1541113,acyl-homoserine lactone synthase,2630968814,Devosia chinhatensis IPL18,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633368748,Ga0070882_10871,acyl-homoserine lactone synthase,2630968818,Novosphingobium malaysiense MUSC 273,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633368795,Ga0070882_10934,acyl-homoserine lactone synthase,2630968818,Novosphingobium malaysiense MUSC 273,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633464440,Ga0077927_113192,acyl-homoserine lactone synthase,2630968843,Methyloceanibacter caenitepidi Gela4,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633547126,Ga0069208_109342,acyl-homoserine lactone synthase,2630968863,Mesorhizobium sp. ORS 3324,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633548682,Ga0069208_119214,acyl-homoserine lactone synthase,2630968863,Mesorhizobium sp. ORS 3324,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2633609747,Ga0069547_11789,acyl-homoserine lactone synthase,2630968880,Sphingopyxis sp. LC81,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2633943223,Ga0080909_1287,acyl-homoserine lactone synthase,2630968962,Chromobacterium violaceum L_1B5_1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2635101348,Ga0074804_104496,acyl-homoserine lactone synthase,2634166302,Bosea lupini DSM 26673,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2635102903,Ga0074804_108201,acyl-homoserine lactone synthase,2634166302,Bosea lupini DSM 26673,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2635493059,Ga0080941_110511,acyl-homoserine lactone synthase,2634166393,Methylobacterium aquaticum DSM 16371,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2635494214,Ga0080941_11571,acyl-homoserine lactone synthase,2634166393,Methylobacterium aquaticum DSM 16371,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2635495216,Ga0080941_120517,acyl-homoserine lactone synthase,2634166393,Methylobacterium aquaticum DSM 16371,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2636455447,Ga0069401_122794,acyl-homoserine lactone synthase,2636415409,Sphingopyxis fribergensis Kp5.2,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2636455458,Ga0069401_122805,acyl-homoserine lactone synthase,2636415409,Sphingopyxis fribergensis Kp5.2,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2636457292,Ga0069401_124642,acyl-homoserine lactone synthase,2636415409,Sphingopyxis fribergensis Kp5.2,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2636600999,Ga0078588_103118,acyl-homoserine lactone synthase,2636415443,Afipia felis 76713,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2636613046,Ga0081106_14397,acyl-homoserine lactone synthase,2636415445,Chromobacterium violaceum LK30,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2636960263,Ga0081919_128409,acyl-homoserine lactone synthase,2636415534,Erythrobacter citreus LAMA 915,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2637513910,Ga0072909_111108,acyl-homoserine lactone synthase,2636415671,Novosphingobium subterraneum DSM 12447,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2637514251,Ga0072909_113155,acyl-homoserine lactone synthase,2636415671,Novosphingobium subterraneum DSM 12447,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2637515572,Ga0072909_12830,acyl-homoserine lactone synthase,2636415671,Novosphingobium subterraneum DSM 12447,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2637592227,Ga0081102_10138,acyl-homoserine lactone synthase,2636415691,Chromobacterium violaceum LK15,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638048029,Ga0077190_10606,acyl-homoserine lactone synthase,2636415796,Devosia geojensis BD-c194,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638371310,Ga0063062_1017195,acyl-homoserine lactone synthase,2636415873,Mesorhizobium sp. F7,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638430619,Ga0081046_11341,acyl-homoserine lactone synthase,2636415887,Sphingobium chungbukense DJ77,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638488486,Ga0082204_1015112,acyl-homoserine lactone synthase,2636415903,Rhodopseudomonas sp. AAP120,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638517440,Ga0080943_102413,acyl-homoserine lactone synthase,2636415909,Methylobacterium tarhaniae DSM 25844,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638517783,Ga0080943_10311,Autoinducer synthase,2636415909,Methylobacterium tarhaniae DSM 25844,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638518527,Ga0080943_105710,acyl-homoserine lactone synthase,2636415909,Methylobacterium tarhaniae DSM 25844,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638520407,Ga0080943_11285,acyl-homoserine lactone synthase,2636415909,Methylobacterium tarhaniae DSM 25844,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638630721,Ga0080942_102213,acyl-homoserine lactone synthase,2636415936,Methylobacterium variabile DSM 16961,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2638634095,Ga0080942_114210,acyl-homoserine lactone synthase,2636415936,Methylobacterium variabile DSM 16961,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2639069731,Ga0073246_102265,acyl-homoserine lactone synthase,2636416051,Methylobacterium sp. 190MF,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2640855055,Ga0098765_10613,acyl-homoserine lactone synthase,2639762823,Methylobacterium sp. ARG-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
